Release,Perf,Quantile,Value
PyAF-1.0,L1,0,147.5904
PyAF-1.0,L1,10,176.4931
PyAF-1.0,L1,20,178.9077
PyAF-1.0,L1,30,311.8333
PyAF-1.0,L1,40,322.2788
PyAF-1.0,L1,50,545.6722
PyAF-1.0,L1,60,677.1202
PyAF-1.0,L1,70,747.6112
PyAF-1.0,L1,80,774.1667
PyAF-1.0,L1,90,1136.9972
PyAF-1.0,L1,100,47723.2707
PyAF-1.0,L2,0,203.905
PyAF-1.0,L2,10,214.1957
PyAF-1.0,L2,20,217.1608
PyAF-1.0,L2,30,364.8513
PyAF-1.0,L2,40,406.2232
PyAF-1.0,L2,50,586.374
PyAF-1.0,L2,60,831.4722
PyAF-1.0,L2,70,863.2593
PyAF-1.0,L2,80,916.5689
PyAF-1.0,L2,90,1341.8426
PyAF-1.0,L2,100,54922.9623
PyAF-1.0,MAPE,0,0.0312
PyAF-1.0,MAPE,10,0.0358
PyAF-1.0,MAPE,20,0.0499
PyAF-1.0,MAPE,30,0.0624
PyAF-1.0,MAPE,40,0.1102
PyAF-1.0,MAPE,50,0.1343
PyAF-1.0,MAPE,60,0.1622
PyAF-1.0,MAPE,70,0.2139
PyAF-1.0,MAPE,80,0.2764
PyAF-1.0,MAPE,90,0.438
PyAF-1.0,MAPE,100,7.0571
PyAF-1.0,SMAPE,0,0.032
PyAF-1.0,SMAPE,10,0.0358
PyAF-1.0,SMAPE,20,0.0486
PyAF-1.0,SMAPE,30,0.06
PyAF-1.0,SMAPE,40,0.1004
PyAF-1.0,SMAPE,50,0.1199
PyAF-1.0,SMAPE,60,0.1454
PyAF-1.0,SMAPE,70,0.207
PyAF-1.0,SMAPE,80,0.3093
PyAF-1.0,SMAPE,90,0.3346
PyAF-1.0,SMAPE,100,1.916
PyAF-1.0,MASE,0,0.4493
PyAF-1.0,MASE,10,0.5431
PyAF-1.0,MASE,20,0.6661
PyAF-1.0,MASE,30,0.9448
PyAF-1.0,MASE,40,0.958
PyAF-1.0,MASE,50,0.9869
PyAF-1.0,MASE,60,1.2526
PyAF-1.0,MASE,70,1.3626
PyAF-1.0,MASE,80,1.5122
PyAF-1.0,MASE,90,1.9468
PyAF-1.0,MASE,100,4.1649
PyAF-1.0,TrainingTime,0,4.44
PyAF-1.0,TrainingTime,10,4.54
PyAF-1.0,TrainingTime,20,4.64
PyAF-1.0,TrainingTime,30,4.7
PyAF-1.0,TrainingTime,40,4.73
PyAF-1.0,TrainingTime,50,4.76
PyAF-1.0,TrainingTime,60,4.83
PyAF-1.0,TrainingTime,70,4.94
PyAF-1.0,TrainingTime,80,5.03
PyAF-1.0,TrainingTime,90,5.21
PyAF-1.0,TrainingTime,100,5.28
PyAF-2.0,L1,0,147.5904
PyAF-2.0,L1,10,176.4931
PyAF-2.0,L1,20,178.9077
PyAF-2.0,L1,30,311.8333
PyAF-2.0,L1,40,322.2788
PyAF-2.0,L1,50,545.6722
PyAF-2.0,L1,60,677.1202
PyAF-2.0,L1,70,747.6112
PyAF-2.0,L1,80,774.1667
PyAF-2.0,L1,90,1136.9972
PyAF-2.0,L1,100,47723.2707
PyAF-2.0,L2,0,203.905
PyAF-2.0,L2,10,214.1957
PyAF-2.0,L2,20,217.1608
PyAF-2.0,L2,30,364.8513
PyAF-2.0,L2,40,406.2232
PyAF-2.0,L2,50,586.374
PyAF-2.0,L2,60,831.4722
PyAF-2.0,L2,70,863.2593
PyAF-2.0,L2,80,916.5689
PyAF-2.0,L2,90,1341.8426
PyAF-2.0,L2,100,54922.9623
PyAF-2.0,MAPE,0,0.0312
PyAF-2.0,MAPE,10,0.0358
PyAF-2.0,MAPE,20,0.0499
PyAF-2.0,MAPE,30,0.0624
PyAF-2.0,MAPE,40,0.1102
PyAF-2.0,MAPE,50,0.1343
PyAF-2.0,MAPE,60,0.1622
PyAF-2.0,MAPE,70,0.2139
PyAF-2.0,MAPE,80,0.2764
PyAF-2.0,MAPE,90,0.438
PyAF-2.0,MAPE,100,7.0571
PyAF-2.0,SMAPE,0,0.032
PyAF-2.0,SMAPE,10,0.0358
PyAF-2.0,SMAPE,20,0.0486
PyAF-2.0,SMAPE,30,0.06
PyAF-2.0,SMAPE,40,0.1004
PyAF-2.0,SMAPE,50,0.1199
PyAF-2.0,SMAPE,60,0.1454
PyAF-2.0,SMAPE,70,0.207
PyAF-2.0,SMAPE,80,0.3093
PyAF-2.0,SMAPE,90,0.3346
PyAF-2.0,SMAPE,100,1.916
PyAF-2.0,MASE,0,0.4493
PyAF-2.0,MASE,10,0.5431
PyAF-2.0,MASE,20,0.6661
